ANID,Alternat_ ID,Site Name,NAA Group,Ware,Ware description,Date,Form,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,As,La,Lu,Nd,Sm,U,Yb,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
UZB044,BKH20-119-13,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,63.69,14.35,91.46,6.4,1.2,39822,4.18,0,95.77,2.29,14.84,349.43,0.95,0.96,11.28,95.19,100.83,22.84,32.24,0.4,30.07,5.76,3.15,2.87,73521,573.68,91164,4.65,31960,849.54,9301,4155,121.27
UZB045,BKH21-146-19,Bukhara,BUK,slipware,polychrome slipware - pseudo calligraphic,beginning of the 11th c. CE,Open Vessel - Unknown,64.44,16.42,96.19,5.01,1.18,43341,4.08,31.54,65.59,2.76,16.07,546.23,0.9,0.87,11.89,113.44,137.83,24.43,32.32,0.39,31.3,5.77,4.35,2.98,77620,602.55,104160,4.77,21747,895.59,8673,3768.8,119.07
UZB046,BKH21-159-10,Bukhara,BUK,slipware,slipware - calligraphic,10th c. CE,Open Vessel - Unknown,65.94,16,94.57,3.72,1.27,41167,4.57,64.75,62.12,2.69,15.12,391.18,0.99,0.76,11.74,119.36,133.98,27,32.95,0.44,32.68,5.94,3.68,2.46,80173,593.81,96937,4.71,20372,890.11,8873.5,3888.6,118.49
UZB047,BKH21-159-11,Bukhara,BUK,slipware,polychrome slipware - with calligraphy,beginning of 11th c. CE,Open Vessel - Unknown,63.67,13.9,93.42,3.39,1.17,38616,4.41,70.84,50.58,2.26,14.42,390.6,0.92,0.75,11.09,102.33,123.61,19.61,32.05,0.4,28.74,5.68,3.34,2.87,80294,631.73,98248,5.11,19821,851.38,8854.8,4247.5,110.49
UZB048,BKH21-166-17,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,62.82,14.3,92.53,5.87,1.14,39404,4.43,56.76,94.13,2.21,14.53,424.88,0.89,0.7,11.17,66.91,149.67,20.74,31.57,0.37,27.44,5.69,3.07,2.51,78546,584.47,95456,5.04,25822,861.83,9224.3,3918,111.32
UZB049,BKH21-210-1,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,64.98,16.01,96.83,6.6,1.19,42437,4.46,58.77,81.11,2.67,15.54,388.3,0.97,0.62,11.69,147.65,145.46,20.2,31.87,0.39,29.21,5.66,3.75,2.39,79031,582.89,93427,4.45,20851,822.18,10351,3782.2,112.9
UZB050,BKH21-210-2,Bukhara,BUK,slipware,slipware - calligraphic,10th c. CE,Open Vessel - Bowl,63.54,14.75,90.67,6.52,1.19,39440,4.18,0,82.44,2.58,14.78,393.36,0.9,1.04,11.38,100.41,122.97,22.6,32.31,0.4,29.17,5.54,3.21,2.78,82016,586.33,93861,4.75,23632,786.71,9735.9,4465.2,125.39
UZB056,BKH22-002-a,Bukhara,BUK,monochrome,monochrome white,10-11th c. CE,Open Vessel - Unknown,65.7,16.19,92.74,8.45,1.16,44386,4.2,25.68,115.63,2.99,15.54,444.31,1.02,0.94,11.79,98.13,88.06,24.6,32.52,0.45,28.41,5.84,4.16,2.49,81660,597.24,76587,4.6,30912,870.34,9637.4,3288.9,116.29
UZB059,BKH22-024-b,Bukhara,BUK,slipware,polychrome slipware,11th c. CE,Open Vessel - Unknown,64.44,16.23,97.62,3.91,1.18,43990,4.15,71.35,68.35,2.49,15.83,490.04,0.85,0.94,11.95,97.67,107.86,28.2,31.91,0.43,29.05,5.78,4.75,2.91,82401,539.66,107330,4.67,21155,873.79,8788.5,3491.1,132.03
UZB061,BKH22-024-l,Bukhara,BUK,slipware,slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,63.9,12.29,90.57,7.17,1.17,39132,4.68,34.49,105.45,2.18,14.21,426.19,0.98,0.77,11.14,99.3,126.14,18.31,32.46,0.41,27.79,5.95,4.27,2.61,76912,548.75,77511,4.76,31404,749.6,11298,3239.2,109.28
UZB062,BKH22-060-t,Bukhara,BUK,monochrome,monochrome white,10-11th c. CE,Open Vessel - Unknown,62,17.26,91.6,5.31,1.14,42111,4.17,59.69,90.5,2.54,14.91,400.31,0.98,0.59,11.29,145.67,67.31,21.77,31.11,0.37,28.45,5.52,4.38,2.4,82265,602.11,101480,4.3,20605,868.35,9015.5,3691.2,107.41
UZB064,BKH22-078-s,Bukhara,BUK,monochrome,monochrome white,10th? c. CE,Open Vessel - Bowl,60.72,13.5,85.49,5.66,1.1,37709,4.17,34.8,92.5,2.15,13.74,418.97,0.95,0.66,10.91,109.96,67.88,18.64,30.89,0.38,27.77,5.48,3.28,2.35,72257,562.53,90721,4.55,26855,711.64,12572,3897.9,94.53
UZB065,BKH22-078-t,Bukhara,BUK,slipware,slipware - pseudo calligraphic,2nd half of 10th c. CE,Open Vessel - Bowl,63.2,15.1,92.03,4.86,1.12,40202,4.31,52.77,86.1,2.61,14.41,402.53,0.91,0.63,11.2,196.49,119.33,19.87,30.86,0.37,28.61,5.49,4.61,2.57,79065,533.24,98652,4.3,22301,815.95,9931.9,3314,114.73
UZB066,BKH22-078-w,Bukhara,BUK,monochrome,monochrome white ware,10th? c. CE,Open Vessel - Unknown,65.62,15.38,93.36,5.12,1.21,40487,4.39,38.52,74.76,2.52,14.59,372.34,0.98,0.67,11.49,105.51,104.09,18.78,32.67,0.41,29.52,5.92,3.44,2.83,76213,578.1,103980,4.87,20638,824.85,11173,3645.4,128.91
UZB068,BKH22-138-x,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,64.59,16.17,100.26,5.71,1.24,42579,4.55,70.87,103.65,2.22,15.27,292.23,0.97,0.74,11.89,97.56,94.76,20.15,32.24,0.41,29.34,5.86,3.29,2.73,85103,561.56,77507,4.57,28811,878.73,10107,2953.4,119.69
UZB069,BKH22-138-ab,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,66.28,18.67,102.93,7.94,1.16,46077,4.18,38.32,112.01,2.43,16.58,440.36,0.97,1.09,12.45,112.17,111.88,19.97,32.89,0.4,30.26,5.93,4.28,2.84,85887,540.53,97217,5.19,31230,989.7,8934.2,3617.7,132.27
UZB070,BKH22-138-af,Bukhara,BUK,slipware,polychrome slipware - yellow,end of 10th-early 11th c. CE,Open Vessel - Unknown,65.58,16.26,105.24,9.41,1.17,44413,4.39,56.5,112.98,2.1,15.88,457.25,0.98,0.66,12.1,92.86,82.56,21.21,31.76,0.4,27.53,5.71,3.67,2.52,82852,615.23,82030,4.95,28516,896.56,8658,3898.9,144.61
UZB071,BKH22-138-ak,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,66.48,16.34,99.82,9.6,1.16,44909,4.12,45.31,123.58,2.33,16.24,379.24,0.94,0.84,12.28,88.49,96.53,19.87,32.33,0.39,29.17,5.78,4.07,2.44,82710,560.18,72383,5.1,32774,902.21,8748.8,3970,129.42
UZB072,BKH22-138-al,Bukhara,BUK,slipware,polychrome slipware- with incision,beginning of 11th c. CE,Open Vessel - Unknown,62.87,15.86,92.86,3.31,1.16,41152,4.4,46.51,73.96,2.3,14.65,357.87,1.03,0.69,11.32,90.96,107.56,20.87,31.44,0.41,28.28,5.71,4.1,2.58,78051,508.01,98259,4.87,23950,945.56,8863.9,3415,127
UZB073,BKH22-138-an,Bukhara,BUK,slipware,polychrome slipware,10th c. CE,Open Vessel - Unknown,61.29,14.99,91.3,3.88,1.09,41191,4.25,67.23,77.06,2.3,14.34,315.31,0.95,0.62,11.37,102.74,118.65,18.85,30.17,0.38,27.91,5.46,3.38,2.59,77611,479.75,90817,4.5,25622,770.95,9054.2,3749.4,134.37
UZB074,BKH22-147-c,Bukhara,BUK,monochrome,monochrome white,10-11th c. CE,Open Vessel - Unknown,66.76,15.71,98.63,7.73,1.19,44483,4.3,0,103.4,2.27,16.13,632.48,1.04,0.83,12.28,95.89,108.14,21.83,32.83,0.38,30.41,6.02,6.17,2.8,82402,498,99246,4.31,24554,875.49,8448.5,3955.1,123.92
UZB075,BKH22-147-m,Bukhara,BUK,slipware,polychrome painted ware,end of 10th-early 11th c. CE,Open Vessel - Unknown,65.14,16.35,101.82,8.56,1.16,43856,4.15,43.24,106.46,2.23,15.71,454.25,0.98,0.67,11.95,97.01,112.14,21.78,32.03,0.4,27.32,5.77,3.5,2.35,82547,482.39,88406,5.36,27791,882.96,8365.7,3488.4,131.26
UZB076,BKH22-147-n,Bukhara,BUK,slipware,polychrome slipware,end of the 10th-early 11th c. CE,Open Vessel - Unknown,64.64,15.99,101.6,8.83,1.15,44088,4.07,47.47,118.84,2.17,15.54,560.79,0.94,0.76,11.81,107.03,128.41,18.15,31.66,0.4,31.33,5.78,5.16,2.43,76483,635.5,94108,6.04,32214,849.08,8255.7,4181.8,131.88
UZB077,BKH22-147-t,Bukhara,BUK,slipware,psuedo calligraphic,beginning of 11th c. CE,Open Vessel - Unknown,65.88,15.52,100.35,8.65,1.19,44051,4.26,0,115.47,2.45,15.66,469.16,1.03,0.94,11.99,88.92,107.76,20.68,31.92,0.41,29.52,5.72,4.08,2.85,82019,690.03,83546,5.76,29162,838.88,8129.3,4009,120.78
UZB080,BKH22-167-a,Bukhara,BUK,monochrome,monochrome turquoise,12th c. CE,Unknown,62.6,15.8,93.84,7.63,1.14,41560,4.02,0,115.94,2.23,14.76,552.69,0.97,0.85,11.36,101.33,114.52,21.5,30.92,0.36,28.8,5.6,4.32,2.75,77310,662.08,94828,5.58,28830,828.93,9196.9,3690.8,108.73
UZB081,BKH22-184-r,Bukhara,BUK,slipware,polychrome slip-painted,end 10th-beginning of 11th c. CE,Open Vessel - Unknown,63.37,14.18,92.74,6.86,1.14,39720,4.41,43.87,105.82,2.5,14.15,456.26,0.95,0.8,11.32,85.28,116.58,15.98,31.81,0.38,28.6,5.81,3.75,2.95,73426,689.48,86545,5.92,32800,812.73,9824.1,4226.1,99.6
UZB083,BKH22-184-ad,Bukhara,BUK,slipware,polychrome slipware - yellow staining?,end of 10th-early 11th c. CE,Open Vessel - Unknown,64.92,16.24,101.65,9.41,1.17,44490,4.15,92.61,117.89,2.36,15.81,537.54,0.97,0.76,12.1,97.35,107.39,21.94,32.14,0.41,30.72,5.79,3.54,2.69,83923,659.33,84505,5.7,29881,830.48,8185.4,3869.6,128.3
UZB085,BKH22-201-ac,Bukhara,BUK,monochrome,monochrome green,9/10th? c. CE,Closed Vessel,64.84,16.53,100.52,5.93,1.23,43693,4.05,74.76,106.53,1.89,15.66,424.84,0.95,0.84,11.81,100.43,117.63,21.36,32.02,0.41,29.65,5.77,4.55,2.56,72452,468.54,84791,4.45,26859,756.62,11697,3671.6,119.62
UZB089,BKH22-222-y,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,65.81,14.47,95.55,6.62,1.13,43063,4.05,0,87.33,2.35,15.6,683.43,1,0.83,12.1,124.01,103.99,26.54,32.54,0.37,31.41,5.88,4.67,2.51,75159,595.81,93687,4.65,24270,812.86,10897,3666.9,127.04
UZB092,BKH22-266-ag,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,65.45,15.83,98.2,7.21,1.14,42838,4.19,46.17,101.88,2.33,15.26,468.81,0.92,0.75,11.82,94.62,114.19,21.11,32.06,0.36,30.55,5.82,4.72,2.86,73448,481.56,97646,4.34,21935,816.29,7723.3,3450,118.16
UZB094,BKH22-271-m,Bukhara,BUK,slipware,polychrome slipware,end of 10th-early 11th c. CE,Open Vessel - Unknown,62.75,15.4,92.3,6.45,1.16,41600,4.29,36.34,94.31,2.14,14.85,343.18,0.92,0.73,11.41,124.29,125.1,19.49,31.65,0.37,27.09,5.65,3.3,2.59,75096,584.74,89357,4.49,21674,762.66,9405.8,3579.6,112.9
UZB097,Paykend-8,Paykend,BUK,slipware,slipware,10th-early 11th c. CE,Open Vessel - Unknown,62.01,14.98,93.35,7.97,1.13,43130,4.25,0,119.53,2.48,15.04,367.67,0.83,0.79,11.25,92.07,113.24,20.16,30.97,0.37,26.15,5.41,2.98,2.5,78935,594.33,74672,4.21,25080,774.22,7642.7,3897.9,126.33
UZB099,Paykend-15,Paykend,BUK,monochrome,,12th-early 13th c. CE,Open Vessel - Unknown,67.22,17.3,97.69,8.28,1.17,42304,4.23,42.44,115.55,2.14,14.98,325.36,1.01,0.95,12.15,117.42,119.35,17.6,34.12,0.41,30.55,5.99,3.68,2.65,77794,719.82,87733,4.65,27880,811.21,12249,3999.5,121.99
UZB105,Paykend-25,Paykend,BUK,kiln furniture,,920-1020s CE,Closed Vessel,58.35,15.93,97.22,7.47,1.07,41224,3.92,53.17,118.38,2.26,14.69,415.59,0.91,0.79,10.82,94.58,120.21,17.69,29.36,0.37,25.84,5.15,3.17,2.53,75937,626.47,91700,3.9,24338,792.12,8558.4,3137.2,131.81
UZB109,Paykend-32,Paykend,BUK,slipware,pseudo calligraphic,2nd half of 10th-early 11th c. CE,Open Vessel - Unknown,61.46,16.26,96.6,6.52,1.15,41795,4.14,18.63,97.12,2.29,14.96,343.51,0.86,1.08,11.24,107.48,101.27,19.32,30.65,0.36,28.37,5.49,3.21,2.39,75396,583.11,91984,4.22,22911,849.76,8354.6,4230.8,127.82
UZB110,Paykend-33,Paykend,BUK,slipware,polychrome slipware,?,,62.84,15.12,89.95,5.61,1.11,39701,4.18,19.29,84.8,2.07,14.25,310.79,0.87,1.11,10.92,91.43,127.69,17.73,32.29,0.38,28.26,5.56,3.5,2.79,70967,540.56,89218,4.12,20711,754.87,8780.8,3549.3,128.59
UZB053,BKH21-210-19,Bukhara,BUK A,slipware,polychrome slipware,mid-end of 10th c. CE,Open Vessel - Unknown,59.2,11.21,71.29,7.33,1.08,34949,3.94,13.7,89.33,2.1,13.66,571.06,0.82,0.57,10.77,132.27,83.54,23.05,29.74,0.4,25.73,5.15,4.42,2.64,76015,666.13,73422,4.16,23199,575.69,11661,3655,85.89
UZB057,BKH22-002-b,Bukhara,BUK A,splashed sgraffito,glazed sgraffito,end of 10th-early 11th c. CE,Open Vessel - Unknown,61.64,14.44,87.69,8.68,1.14,39067,4.3,28.2,79.3,2.46,13.94,582.2,0.91,0.58,11.26,101.85,131.67,19.25,30.41,0.38,26.78,5.4,4.43,2.33,78348,614.58,84472,4.43,21573,679.73,11858,3913,122.48
UZB079,BKH22-153-i,Bukhara,BUK A,opaque,early islamic but not lead,9th c. CE,Open Vessel - Unknown,58.18,14.75,91.24,7.87,1.08,37258,4.81,58.71,82.3,2.2,14.05,585.96,0.91,1.06,10.19,116.17,148.31,18.52,29.88,0.34,29.13,5.26,2.88,2.28,74011,556.44,87136,5.43,22301,776.39,15218,3454.2,91.75
UZB088,BKH22-201-at,Bukhara,BUK A,opaque,buffware,9th c. CE,Open Vessel - Bowl,57.37,13.48,84.54,8.62,1.08,39192,3.7,50.57,58.46,2.39,14.39,692.61,0.87,0.78,10.04,120.98,95.88,23.95,28.21,0.33,25.93,5.17,3.12,2.28,72179,419.17,102430,3.99,15748,798.4,12632,2891.1,117.8
UZB098,Paykend-9,Paykend,BUK A,monochrome,,12th-early 13th c. CE,Open Vessel - Unknown,59.75,13.24,84.39,7.15,1.04,37149,4.17,28.51,89.74,2.49,13.45,738.25,0.87,1.04,10.68,85.44,111.66,17.33,29.7,0.36,23.34,5.14,5.04,2.69,74982,599.16,82496,3.86,18792,650.67,15687,3395.4,129.47
NISH-02,,Nīshāpūr,NISH,slipware,samanid,,Bowl,56.7,17.38,110.8,6.2,1.226,41200,4.41,40,81,1.23,14.39,506,0.93,0.69,8.79,101,,12.1,40.02,0.433,36.8,6.49,2.62,3.44,80700,507,67500,5.98,24400,658,11750,4520,151
NISH-03,,Nīshāpūr,NISH,slipware,samanid,,Unspec.,56.4,17.43,144.8,6.14,1.163,41500,4.26,91,154,0.99,14.5,526,1.06,0.63,9.93,93,,5.8,34.78,0.454,37.2,6.38,2.56,3.11,78200,497,70900,5.74,22800,642,11810,4150,143
NISH-04,,Nīshāpūr,NISH,slipware,samanid,,Unspec.,59.9,16.7,144.2,6.28,1.141,39100,4.39,71,101,1.41,13.87,319,0.92,0.61,9.78,101,,17.9,37.54,0.424,32.8,5.96,2.9,3.77,69400,439,66000,5.61,22800,826,12900,4030,97
NISH-05,,Nīshāpūr,NISH,slipware,samanid,,Unspec.,53.9,16.26,115.8,6.1,1.081,38800,4.32,50,101,0.79,13.94,576,0.86,0.58,9.36,89,,14.8,33.79,0.389,33.2,5.79,2.6,3.11,65900,446,81300,5.21,22700,715,12160,4050,104
NISH-06,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,58.8,20.23,137.8,7.09,1.22,44300,4.47,51,228,1.14,15.74,641,0.97,0.7,10.07,121,,25.9,21.86,0.289,19.9,3.74,2.13,2.3,71300,337,89300,3.68,19800,902,14480,3550,154
NISH-07,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,61.1,18.7,101.6,6.75,1.122,42800,4.57,127,145,0.86,14.94,573,0.96,0.67,9.17,113,,21.2,31.89,0.37,29.1,5.35,2.32,3.21,70100,492,94400,4.94,23000,745,11030,3840,90
NISH-10,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,60.9,19.02,131.6,6.87,1.169,42600,4.17,73,395,0.62,15.16,500,0.97,0.67,8.18,125,,18.7,28.82,0.303,25.6,4.67,2.91,2.24,70000,479,70500,4.1,21500,842,15070,4150,138
NISH-12,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,56.3,18.45,106.7,7.36,1.142,42800,5.24,87,381,1,15.3,542,0.95,0.67,8.13,110,,21.4,30.66,0.334,26.9,4.94,2.28,2.26,77100,494,63600,4.51,29900,986,11000,4150,109
NISH-13,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,68.2,16.56,112.6,6.32,1.282,38900,7.56,85,342,1.18,14.44,301,1.01,0.9,13.98,81,,24.3,29.39,0.348,27.6,4.88,2.53,2.37,75300,530,76900,4.52,20500,990,13700,4070,136
NISH-14,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,74.6,15.33,105.2,6,1.258,37900,8.07,86,0,0.72,13.96,236,1,0.82,12.49,82,,36.6,30.15,0.322,30.8,4.98,2.53,2.39,74600,444,84800,4.28,16600,897,14340,3750,192
NISH-15,,Nīshāpūr,NISH,splashed sgraffito,splashed sgraffiato,,,59.4,19.82,104.6,7.2,1.148,45300,4.56,55,294,1.19,15.92,483,1.04,0.75,11.28,132,,11.1,29.49,0.308,26.4,4.76,2.19,2.32,74400,497,65300,4.35,26000,951,14020,4020,85
NISH-18,,Nīshāpūr,NISH,slipware,samanid,,,67.5,16.53,116.9,6.67,1.145,39600,6.09,77,301,1.06,14.5,554,0.98,0.79,12.85,79,,17.5,25.81,0.283,25.3,4.37,1.98,1.9,72300,474,76600,3.77,25400,765,12690,3380,104
NISH-22,,Nīshāpūr,NISH,slipware,samanid,,,55.4,17.93,117.4,6.35,1.157,42600,4.34,62,97,0.99,14.83,440,0.96,0.66,10.01,116,,25.9,27.18,0.303,23.4,4.59,2.23,2.62,74400,467,77600,4.12,25200,862,10840,4210,126
NISH-24,,Nīshāpūr,NISH,kiln furniture,samanid,,Kiln Furniture,56.2,17.48,98.5,5.59,1.021,39100,4.27,108,77,0.78,14.06,713,0.95,0.69,8.83,112,,21.4,27.59,0.285,25.8,4.53,2.06,2.32,74500,464,71500,4.26,24700,866,11530,3970,105
NISH-25,,Nīshāpūr,NISH,slipware,samanid,,Bowl,61.8,18.97,95.7,7.3,1.13,42200,4.62,66,95,0.83,15.37,587,0.99,0.65,9.84,94,,14.3,26.82,0.236,29.6,4.49,1.81,2.1,77500,438,82600,4.12,24700,805,17920,4290,116
NISH-26,,Nīshāpūr,NISH,monochrome,,,,64.9,18.45,141.7,7.61,1.099,44000,5.28,87,108,1.47,16.33,516,0.85,0.64,11.52,107,,38.8,29.2,0.342,24.9,4.89,2.19,2.47,77500,522,84600,4.32,20900,978,12250,4300,153
NISH-27,,Nīshāpūr,NISH,opaque,Buff ware?,,,58,15.87,131.3,4.61,1.159,38200,5.13,99,75,1.18,14.09,548,0.88,0.7,9.62,95,,18,35.73,0.347,29,5.76,4.08,2.63,60400,549,56600,4.92,24000,569,11130,3930,130
NISH-29,,Nīshāpūr,NISH,opaque,Buff ware?,,,60.1,19.92,122.1,7.03,1.201,44600,4.91,70,102,1.26,16.26,435,0.98,0.67,10.66,147,,13.9,33.23,0.38,27.7,5.35,3.8,2.49,58400,503,70600,4.62,21300,572,9500,3620,114
NISH-30,,Nīshāpūr,NISH,opaque,yellow opaque-Buff ware?,,,59.3,18.57,142.6,6.06,1.205,44800,5.11,111,95,1.31,16.44,602,0.94,0.76,10.8,113,,17.2,33.33,0.359,29.7,5.52,4.1,2.64,59900,607,83500,4.73,20400,582,9620,3470,157
NISH-01,,Nīshāpūr,,slipware,samanid,,Plate,68.3,19.36,145.2,7.1,1.306,43800,5.16,42,58,1.15,16.83,369,0.93,0.7,12.23,104,,17.4,33.16,0.382,29.8,5.42,2.63,3.31,81300,485,75200,4.91,17700,830,16140,4010,152
NISH-08,,Nīshāpūr,,splashed sgraffito,splashed sgraffiato,,,77.7,18.85,111.3,6.61,1.383,43200,7.03,68,145,4.12,16.61,195,1.04,0.95,14.65,123,,15,29.65,0.306,29.1,4.86,2.04,2.16,80600,463,61200,4.28,28200,860,14620,4690,121
NISH-09,,Nīshāpūr,,splashed sgraffito,splashed sgraffiato,,,77.3,18.73,130.9,6.37,1.494,42700,4.97,73,382,2.01,16.57,362,1.02,0.92,14.45,105,,13.6,31.42,0.376,28.2,5.15,2.7,2.53,75300,448,83300,4.45,22700,874,13360,3870,121
NISH-11,,Nīshāpūr,,splashed sgraffito,splashed sgraffiato,,,69.7,10.13,125.4,5.64,1.15,30300,6.56,78,267,1.42,11.89,366,1.03,0.93,11.65,82,,24.7,29.97,0.356,26,4.87,2.5,2.3,80300,545,69300,4.41,27800,1062,12720,4280,129
NISH-16,,Nīshāpūr,,slipware,samanid,,,43.7,23.42,289.1,6.53,0.957,47000,3.17,190,0,0.82,20.41,2546,0.59,0.63,7.95,102,,20.1,27.23,0.307,26.9,4.68,2.02,2.08,75100,474,72900,3.97,24300,863,12160,3840,140
NISH-19,,Nīshāpūr,,slipware,samanid,,,61.6,11.04,135.6,6.42,1.156,31400,5.45,53,197,1.6,12.08,602,0.88,0.79,11.33,95,,23.1,30.23,0.316,25.7,4.75,2.34,2.29,79000,761,88500,4.19,26100,991,10510,3570,106
NISH-20,,Nīshāpūr,,slipware,samanid,,,70.3,12.48,101.1,6.87,1.225,34000,5,73,320,2.13,12.63,404,0.94,0.76,12.69,113,,25.5,28.61,0.319,27.3,4.71,1.92,2.48,77800,512,93300,4.1,29700,941,10910,3370,111
NISH-28,,Nīshāpūr,,slipware,samanid,,,59.2,19.5,114.2,7.27,1.147,45900,4.38,80,114,2.29,16.23,452,0.97,0.74,10.75,141,,14,35.11,0.42,31.3,6.27,4.94,3.01,63400,562,63600,5.67,20900,580,10180,3990,145
NISH-31,,Nīshāpūr,,opaque,yellow opaque - Buffware,,,60.3,17.85,153.4,5.23,1.127,41800,4.85,95,75,1.22,15.29,705,0.91,0.84,10.46,112,,13.9,33.45,0.354,30.4,5.63,3.94,2.69,68000,544,83100,4.78,17300,553,9620,3470,133
NISH-32,,Nīshāpūr,,opaque,yellow opaque - Buffware,,,58.4,19.61,153.9,5.81,1.186,44800,4.81,113,78,2.03,16.21,296,0.95,1.41,10.41,138,,12.3,32.66,0.352,31.5,5.85,5.87,2.81,67800,951,57500,5.22,20900,575,9740,3660,161
SMKD-03,1443-1898 V&A,Afrāsiyāb,Outlier,slipware,samanid,,,65.3,9.39,1438,6.91,1.15,29000,6.6,40,95,2.24,11.62,231,0.91,0.75,10.86,100,,11.5,35.46,0.388,31.9,5.58,4.22,2.99,59400,532,90200,4.83,21700,597,9270,3650,112
UZB029,BKH20-87-68,Bukhara,Outlier,splashed sgraffito,splashed sgraffito,10th c. CE,Open Vessel - Unknown,61.81,13.42,81.11,8.32,1.12,36518,4.4,26.25,77.34,5.55,13.99,562.35,0.83,0.7,11.09,124.42,146.93,17.26,31.54,0.37,27.24,5.42,3.09,2.42,72324,594.99,93757,4.55,22629,675.79,10076,3876.7,106.95
UZB055,BKH21-210-31,Bukhara,Outlier,opaque,monochrome blue/turquoise,12th c. CE,Open Vessel - Bowl,50.9,11.26,83.49,4.14,0.96,30021,4.49,28.75,50.52,1.88,11.19,485.73,0.77,0.5,8.69,104.61,102.93,15.33,25.82,0.33,22.99,4.68,2.69,1.95,61005,415.45,123840,3.87,17591,647.48,10008,2800.1,82.87
UZB082,BKH22-184-v,Bukhara,Outlier,lustre,lustreware,10th c. CE,Open Vessel - Unknown,47.09,29.35,247.86,1.68,1.05,51007,3.09,224.84,21.96,1.08,18.27,569.29,0.88,0.71,6.93,108.51,75.32,15.39,23.63,0.29,25.8,4.64,5.43,2.09,64958,259.02,147470,4.61,13434,1226.3,15963,3886.7,128.39
UZB135,TASH058,Tashkent,Outlier,splashed sgraffito,splashed sgraffito,11th c. CE,Open Vessel - Unknown,75.13,18.8,97.94,9.23,1.22,47344,3.97,0,130.8,2.23,18.18,282.79,0.98,0.9,13.9,127.16,110.23,15.42,38.29,0.39,32.56,6.12,3.18,2.9,87315,568.77,72386,4.69,28098,876.36,8016.8,3894,120.7
UZB103,Paykend-23,Paykend,PAY 1,kiln furniture,,920-1020s CE,Other,56.03,14.02,84.13,6.21,1.03,37006,3.8,0,88.5,1.45,12.99,619.68,0.82,0.67,10.12,86.59,96.59,4.81,28.29,0.33,26.94,5.01,3.58,2.23,74310,512.61,99635,3.71,19438,633.07,13050,3017.8,99.62
UZB106,Paykend-27,Paykend,PAY 1,monochrome,,920-1020s CE,Closed Vessel,62.46,16.92,97.66,6.41,1.11,43267,3.79,0,57.71,1.52,15.57,340.16,0.82,0.72,11.71,87.06,65.56,7.16,31.92,0.37,28.12,5.68,2.9,2.48,82316,472.08,93402,4.27,14563,807.42,20723,3492.3,137.21
UZB107,Paykend-28,Paykend,PAY 1,monochrome,,920-1020s CE,Closed Vessel,64.01,17.05,97.59,7.06,1.17,43789,3.81,26.29,69.61,1.26,15.84,315.25,0.92,0.64,11.87,91.87,97.37,5.01,32.11,0.39,28.43,5.7,3.28,2.5,78843,421.38,91493,4.51,13933,797.38,19655,3742.2,146.02
UZB034,BKH20-93-22,Bukhara,PAY 2,monochrome,monochrome green,10th c. CE,Closed Vessel,65.84,17.27,102.32,8.95,1.19,44847,3.92,76.96,108.35,2.2,16.49,395.04,0.96,0.99,12.21,107.36,105.44,9.49,32.91,0.38,30.43,5.89,3.48,2.9,81246,523.27,90481,4.89,23754,791.97,13934,3946.8,128.79
UZB096,Paykend-7,Paykend,PAY 2,monochrome,,2nd half of the 10th c. to 1st quarter of the 11th c. CE,Closed Vessel,62.81,17.73,99.68,7.4,1.14,43438,3.8,40.37,103.56,1.77,15.77,608.28,0.8,0.96,11.58,104.92,114.19,9.88,31.54,0.36,30.7,5.6,4.81,2.7,78164,511.02,96357,4.17,22495,831.58,12785,3598.9,128.54
UZB104,Paykend-24,Paykend,PAY 2,kiln furniture,,920-1020s CE,Unknown,62,16.98,99.35,7.92,1.13,44167,3.71,0,118.88,1.92,15.98,553.05,0.89,0.98,11.67,99.28,105.26,15.01,31.06,0.38,28.5,5.5,4.27,2.82,81496,674,96136,4.6,25794,806.58,10548,3923.8,126.2
